Smell_Source	Smell_Word	Quality	Sentence	Year	Book
bodies|as stale tobacco|excretions|disinfectants	odours|smelling|smelling	Bad|evil|smelling|smelling	Bad odours may arise from the presence of evil - smelling bodies , such as stale tobacco and excretions from the mucous membrane , but is more often the result of putrefaction ; hence disinfectants are also often used as deodorants .	1902	jw25214
of the breath|to|to tobacco|tobacco	odour		The odour of the breath due to fermentation in the buccal cavity , or to tobacco smoke , may be at once cured by brushing the teeth and holding a weak solu - tion ( claret coloured ) of jyermanfjanate of potash in the mouth for a minute or two .	1902	jw25214
cedar|sandalwood|tobacco|amber|leather	aromas	mossy	Named after Lord Lichfield , top notes are fresh and fruity , the middle notes contain cedar , sandalwood and tobacco and the base notes a blend of amber , leather and mossy aromas .	1991	jw25232
of wood and pipe tobacco|citrus and amber notes	fragrance|aroma		The fragrance evokes the aroma of wood and pipe tobacco , with citrus and amber notes , say Versace .	1991	jw25232
of tobacco	odour		â   The odour of tobacco , if present , would be easily recognized , otherwise there would be nothing characteristic .	1890	jw25476
fumes|fumes of Tobacco	fumes|fumes	fragrant	of the peace and quiet of many good men who , being now contented to puff away their cares iu the fragrant fumes of Tobacco , might become agitators for want of some better and more innocent occupation , and then become as bad and troublesome subjects as they are now good and amiable men .	1840	jw25556
of cooking , tobacco smoke	odours		It is also of value in dispelling the odours of cooking , tobacco smoke , etc .	1949	jw25662
stale tobacco|damp nustiness	smells|smell	four	Originally most air fresheners were bought o get rid of four smells â   the toilet ; the smell 5f cooking ; stale tobacco and damp nustiness .	1986	jw25818
pollen|tobacco smoke	odours		General Healthcare say the filter cartridge removes dust , pollen , odours and tobacco smoke from room air , and they claim it removes 93 per cent of particles as small as pollen .	1989	jw25874
of the tobacco leaf	oxidizing		The share taken by micro - organisms in the ripening process has been and still is a matter of dispute ; some observers hold that the oxidizing enzymes of the tobacco leaf itself are responsible for the changes that occur in this stage .	1928	jw25881
rye - bread|of freshly fermented tobacco	odor		The characteristic rye - bread odor of freshly fermented tobacco , for example , can be brought about by this procedure .	1928	jw25881
incense|camphor|the smoke of tobacco	smells	less offensive	With respect to other substances , which have been used at various times as anti - eon - tagious , such as incense , camphor , the smoke of tobacco , whatever effect they may have in rendering smells less offensive , experience has amply shewn that they are destitute of of power to destroy contagion .	1802	jw2515067
He|of tobacco	smells		He smells of tobacco , and wears flannel under - clothing .	1914	jw2515076
of tobacco	fumes		; is contained in and combined with nicotine in the fumes of tobacco , and M .	1885	jw2515210
of tobacco	smell		_ In chronic eczema and as a parasiticide 20 grains to an ounce of vaseline most useful ; the solution diluted as a mouth wash removes the smell of tobacco , and the soap is recommended for daudriff and in uurscrv cenerallv â   B .	1885	jw2515210
tobacco	snuffs		These peculiarities are so decisive as to enable the observei - , by means of the microscope , at once to distinguish tobacco in all the forms of cut and roll tobacco , and even when the leaf is still more ^ minutely divided , as in some kinds of snuffs .	1855	jw2515373
of the tobacco	odour|smell	heavy nauseating|particularly offensive|nice	The dwelling and clothes of the smoker are impregnated with the heavy nauseating odour of the tobacco , particularly offensive to those who have a nice sense of smell , and who are not themselves tobacco - smokers .	1855	jw2515373
indole|indole|by the flowers of the tobacco plant	indole|perfumes|indole|indole|perfumes	natural|pleasant	Yet minute quantities of indole occur in some natural perfumes , and contribute to their pleasant qualities ; indole is for instance given off by the flowers of the tobacco plant , and is prepared artificially for blending with synthetic perfumes .	1936	jw2515412
Havanna tobacco	fragrant|fragrant	fragrant|fragrant	The parties attending , all smoaking sa - gars of the fragrant Havanna tobacco , drinking likewise lime punch , rather potent , Huxham ' s tinc - ture of bark , & c .	1804	jw2515649
of tobacco	smell|odor	so elevated|offensive	Soon his sense of smell became so elevated that the odor of tobacco became offensive and he gave up smoking .	1901	jw2515661
Tobacco	fmoking		W e are next to ipecify the qualities of that narcotic weedy â   Tobacco , originally ufed by the Indian favages , in fmoking , to procure fleep and abate the fenfe of toil .	1792	jw2515860
fumes|fumes of Tobacco	fumes|fumes		67 We are informed , that the Indian Priefts ufed the fumes of Tobacco until they became intoxicated , and as it were in an extafy , the better to prepare them for giving refponfes to their tribes , refpe < 5ting the events of war , and q â   qn gjg 2QTâ   l , â   tâ   QiaTl on other weighty occafions .	1792	jw2515860
fumes|fumes of Tobacco	fumes|fumes		In fmking , the fumes of Tobacco induce a kind of pleafing injenfibility not eafily descri - bed .	1792	jw2515860
with tobacco	reeked|stench		Eor , in general , the coffee - rooms reeked with tobacco like a guard - room ; and strangers sometimes expressed their surprise that so many people should leave their own firesides to sit in the midst of eternal fog and stench .	1882	jw254026
tobacco smoke	fumes		Strong per - fumes , snuff , and tobacco smoke , injure this sense and its protective powers .	1872	jw254497
vapours|tobacco smoke|a candle badly|melted grease	smells|fetid|fetid	unpleasant|bad|fetid|fetid	For instance , we ex - perience unpleasant sensations from smoke , bad smells , fetid vapours , tobacco smoke , a candle badly extinguished , melted grease , and the different kinds of dust which cir - culate incessantly in the air , and are agi - tated by the winds .	1834	jw254532
tobacco	smelt		He smelt tobacco , when in blossom in the fields , at the distance of fifty paces , and at more than one hundred paces , when it was hung up in bundles to dry , as is commonly the case about the houses in the villages near Nuremberg .	1834	jw254579
soaps|tobaccos|cocoas|condiments	perfumes		, as well as perfumes , soaps , tobaccos , cocoas , condiments , and other articles known as familiarly to the public under the name of the manu - facturer as under that of the article itself .	1904	jw254588
Flavour of CIGARETTES|TOBACCO	Fragrance		0 Bo < s > < s < x > < xxx > < > < xx > cx : > < > < xx > < > ooo > o < x > o < ^ ^ The Fragrance and Unique Flavour of CIGARETTES & TOBACCO ARE PROCURING CHEMISTS NEW AND PERMANENT CUSTOMERS DAILY Made from the finest leaf grown in NYASALAND on the plantations of The British Central Africa Co .	1926	jw254607
of stale tobacco	odour		It contains a unique gel , Countabac , that actually neutralises the odour of stale tobacco .	1977	jw254613
tobacco|worthless black and green beetles	fragrant|fragrant	fragrant|fragrant	I , too , was doing a little business , having persuaded some of the natives to collect insects for me ; and when they really found that I gave them most fragrant tobacco for worthless black and green beetles , I soon had scores of visitors , men , women , and children , bringing bamboos full of creeping things , which , alas ! too frequently had eaten each other into fragments during the tedium of a dayâ   s confinement .	1877	jw254620
tobacco	whiff		In the instance of this old man , the assertion that smoking tobacco is prejudicial to health , is completely refuted , as he was seldom seen without the pipe in his mouth , and took his last whiff a short time before his death .	1845	jw254633
of tobacco - smoke	smell	constant	The man instantly recovered perfect sight , and suffered no other inconvenience than that of a constant smell of tobacco - smoke in his nose , for a long time after , for , as he in - formed Mr , White , the pipe had just been used before the accident .	1896	jw254646
Nicotia|tobacco|tobacco	odor	strong	Nicotia , when pure , is a colorless , transparent , volatile liquid , of a strong tobacco - like odor and a persistent burning taste .	1876	jw254725
of our tobacco	smell		During our hurried interview we obtained a partial exemption from their annoyance by hard smoking ; but even in that short space of time , these little pests seemed to become reconciled to the smell of our tobacco , or even to enjoy it , and darting through the clouds with which we enveloped our - selves , buzzingly mocked at us .	1856	jw254818
of certain flowers â|ethers|oils|balsams|of tobacco and coffee|of ozone - charged	perfumes|aroma|odor	idealizing	Giessler inÂ ¬ cludes among the idealizing odors the perfumes of certain flowers â   ethers , oils , balsams ; and he atÂ ¬ tributes a special logical quality to the aroma of tobacco and coffee and the odor of ozone - charged atÂ ¬ mosphere .	1933	jw254872
of tobacco|of opium and sugar	odor		In the glowing depths of your hair , I inhale the odor of tobacco mixed with that of opium and sugar .	1933	jw254872
Pot|Uncle Bachelard|of base exÂ ¬ cesses|of absinthe|tobacco|musk	smells		In Pot - Bouille , Uncle Bachelard smells of base exÂ ¬ cesses , of absinthe , tobacco , and musk .	1933	jw254872
of|of tobacco|snuff	smell	peculiar	615 are moistened with water , tied in small bundles , and then heaped together , fermentation soon commences in them ; oxygen is absorbed , the leaves be - come warm , and emit the peculiar smell of tobacco and snuff .	1865	jw254922
of stale tobacco	smelling		After contemplating the face of the dead , it gives the mind a shght shock to have to wend one ' s way tlirough the crowd of a tap - room , and to have to sit in an apartment smelling of stale tobacco , and pre - senting all the disorder of the last night ' s debauch .	1869	jw208027
Tobacco	aromatic|aromatic	aromatic|aromatic	Tobacco , and more particularly the finer and more aromatic qualities , has similar climatic affinities .	1877	jw208050
with tobacco|other flrong|herb|rue|tanfy	fmelling|fmelling	fmelling|fmelling	They fhouid fluff their nofes with tobacco , or fome other flrong fmelling herb , as rue , tanfy , or the like .	1792	jw208156
with tobacco|some|herb|rue|tansy	smelling|smelling	strong smelling|smelling	Such as wait upon the sick in infectious diseases , run very great hazard They should stuff their noses with tobacco , or some other strong smelling herb , as rue , tansy , or the like .	1814	jw208195
tobacco	scented|scented	scented|scented	^ Jt ? tC0nt , ( - ^ > sweei - scented tobacco .	1885	jw208529
Ammonia|Iodine|Sulphur|Antimony|Ipecacuanha|Senega|Tobacco|Squill|the great group of Aromatic|Aromatic|Aromatic Volatile oils|Oleo - resins|Balsams|Turpentine|Camphor|Benzoin|Copaiba|Ammoniacum|the Balsams of Peru|Tolu	Aromatic|Aromatic|Aromatic	Aromatic|Aromatic|Aromatic	â   The secretion of bronchial mucus may be increased by alkalis , especially Ammonia ; by Iodine , Sulphur and Antimony ; by Ipecacuanha , Senega , Tobacco , Squill , and the great group of Aromatic Volatile oils , Oleo - resins and Balsams , including Turpentine , Camphor , Benzoin , Copaiba , Ammoniacum , and the Balsams of Peru and Tolu .	1905	jw208766
of tobacco smoke	smell		It also removes the smell and taste of tobacco smoke from tlie mouth .	1865	jw208819
of tobacco smoke	breath|smell		; and , when diluted for the teeth , to sweeten the breath , remove the smell of tobacco smoke , to prevent infection , and for various purposes .	1880	jw208984
some roll tobacco	smell		""""""" Pepys tells of the fright he experienced when he came upon two houses of this description , in Drury - lane , for the first time ; and as he adds that he was compelled to buy some roll tobacco to smell and to chew , it may be concluded that this substance was at that time regarded as somewhat of a safe - guard against the disease ."""	1880	jw208984
flavour of tobacco	odour	characteristic|agreeable	To impart to the dried leaves the characteristic odour and flavour of tobacco , and to render them agreeable to smokers and snufEers , it is necessary that they should undergo a certain preparation , or kind of fer - mentation .	1880	jw208984
tobacco smoke	reeking|emanations	loathsome|disgusting	When I again went on the Tuesday morning , to try either by threats or persuasions to hasten the funeral , I found the whole place reeking with tobacco smoke and with the loathsome and disgusting emanations of drunken unwashed bacchanals .	1905	jw2018144
fumes|fumes of tobacco	snuff|fumes|fumes	intolerable	"""Thus , snuff """" taken by a person not accustomed to it excites a flow of tears ; meat in the mouth , or even the fumes of tobacco taken into the mouth excites a flow of saliva ; the child ' s mouth on the nipple excites the secretion of milk ; in blenorrhea the inflammation of the ex - tremity of the urethra excites irritation of the mucous membrane of the bladder with frequent micturition ; vice versa , inflammation of the mucous membrane of the bladder , excites irritation of the external extre - mity of the urethra ; the presence of worms in the intestines generally causes an intolerable itching of the nose ; in ipso coitus actu , irritatio glandis secre - tionem seminis atque expulsionem inducit ; if you irritate the pharynx and fauces by placing the finger at the back of the mouth , you will produce vomiting ; the act of vomiting itself will frequently bring on an immediate evacuation from the rectum ."""	1834	jw2018185
a pipe of tobacco or stramonium	whiffs	few	Foremost among these we should place a pipe of tobacco or stramonium , a few whiffs of which will frequently act like a charm .	1874	jw2014144
of tobacco|vinegar|dis - infectants	odor		It should also be known that the odor of tobacco , vinegar , or dis - infectants in the room will often prevent a leech from bitine .	1890	jw2014291
tobacco|some|herb|rue|tansy	smelling|smelling	strong - smelling|smelling	They should stuff their imses fvith tobacco , or some other strong - smelling herb , as rue , tansy , or the like .	1813	jw2014305
of a man who uses tobacco	smell	more offensive	The more simple the habits of young ladies , and the more developed they are in the respiratory system , the more keen are their organic instincts , and the more offensive is the smell of a man who uses tobacco .	1866	jw2014394
of tobacco - smoke	smell	constan	The man instantly recovered perfect sight , and suffered no other inconvenience than that of a constan smell of tobacco - smoke in his nose , for a long time after , or , as e in formed Mr .	1894	jw2014403
of|of tobacco|tobacco	smell		The senses of sight , smell , and hearing , are also injured by the use of tobacco .	1850	jw2014440
Tobacco	smell		Tobacco destroys the exquisite flavor of taste and smell .	1850	jw2014440
of tobacco smoke	smell		Every good house - keeper dislikes to have her rooms impregnated with the smell of tobacco smoke .	1850	jw2014440
pure|the acrid|acrid|acrid juice|pungent dust|poisonous smoke of tobacco	stenchified|acrid|acrid|acrid	acrid|acrid|acrid	water , and pure air , constantly stenchified with the acrid juice , pungent dust , or poisonous smoke of tobacco , without deeply contaminating the whole being ? To a lady or gentleman of refined taste , the indecency of the habit is a suf - ficient objection .	1850	jw2014440
mastiche|tobacco|oyster shells	Aromatics		I have been unable to refer to the original â   History of Aromatics by Cieza , and corroborate the state - ments here made in regard to mastiche , tobacco , and oyster shells .	1892	jw2014453
tobacco|tobacco -|of nicotine	odour|odour	Hke|more pronounced	â   After death ffom tobacco - poisoning the organs and tissues have a tobacco - Hke odour , and the odour of nicotine becomes more pronounced on treat - ing them with liquor potassse .	1894	jw2014500
its|fumes|fumes of tobacco|of the burning camel ' s dung	aroma|fumes|fumes|odor	delicious	A pot of coffee is almost always simmering amidst the embers in the centre of the floor , but its delicious aroma is entirely ' lost in the fumes of tobacco proceeding from the chibouque or narghile , or the odor of the burning camel ' s dung , which constitutes the only fuel used by the Arab , that impregnates everything , and taints the atmosphere for miles around .	1857	jw2014714
Dust|tobacco smoke|metallic|metallic fumes|fumes|the vapours of sulphur	perfumes|fumes|fumes	metallic|metallic	Dust , perfumes , tobacco smoke , metallic fumes , and the vapours of sulphur , have had this effect in many cases .	1828	jw2014898
Tobacco	smell|odour	honey|narcotic	Tobacco , as it occurs in commerce , is of a yellowish - brown colour , soft and pliable , a little clammy , with something of a honey smell , mixed with a narcotic odour ; the latter , however , is not obvious in the fresh leaves .	1856	jw2014927
It|of Tobacco	smell	weak|stronger	It is a limpid , oily , volatile liquid , devoid of colour , having an acrid taste , and a weak smell of Tobacco , stronger when heated .	1856	jw2014927
Its|of Tobacco	odour	extremely acrid|overpowering	Its vapours are extremely acrid , with an overpowering odour of Tobacco .	1856	jw2014927
mixture|inspissated tobacco decoction|naphthalin|iodoform	stinking|stinking	stinking|stinking	, around the natural openings , with any stinking mixture , such as inspissated tobacco decoction to which fat and petroleum may be added ( SchÃ ¶ nbauer ) , also with assafetida , tar , naphthalin or iodoform , etc .	1912	jw2014951
tobacco	effluvium	malodorous	In every habitation and chamber of Rotterdam , and indeed of Holland , there is very perceptible to the senses a malodorous effluvium , composed of three different gases , and emanating from gin , peat and tobacco .	1841	jw201037
essence of tobacco|disoxygenated air	effluvia|malodorous|malodorous	animal|malodorous|malodorous	â   air that is not only deprived of its oxygen , but loaded with animal effluvia of a very questionable character ! Add to these the malodorous essence of tobacco , much of which must drip down the throat , as well as into the receptacle below the bowl of the pipe , during the day , to be exhaled in poisonous gases through the rooms at night ! All must have experienced the debili - tating effects of disoxygenated air in crowded rooms , even where there were various facilities of ingress and egress for the breath of Heaven .	1841	jw201037
turpentine|menthol|garlic|fumes|tobacco|simple wood smoke|sulphurous	odours	obnoxious	Among the odours which are obnoxious to the perfect mosquito are turpentine , menthol , and garlic ; among the fumes , tobacco and simple wood smoke ; among the gases , the most practical and efficacious is sulphurous acid .	1901	jw201202
of tobacco	smell	strong	With ' this view he repaired to the cabin in his ordinary dress , consisting of a check shirt and trowsers , a brown linen waistcoat , and a night - cap of the same , neither of them very clean , which , for his farther misfortune , happened ' to smell strong of tobacco .	1831	jw201357
of tobacco|which|herb	smells|effluvia|odoriferous|odoriferous|aromatic|aromatic	such as a Christian ought to have|odoriferous|odoriferous|aromatic|aromatic	I do affirm , and avouch , and maintain , with my soul , and my pody , and my plood , look you , that I have no smells about me , but such as a Christian ought to have , except the effluvia of tobacco , which is a cephalic , odoriferous , aromatic herb , and he is a son of a mountain - goat who says otherÂ ¬ wise .	1831	jw201357
with the fumes of tobacco	stink		The captain no sooner perÂ ¬ ceived him , than , rising hastily , he flew into his arms , crying , â   O my dear Simper , I am excessively disordered ! 228 THE ADVENTURES OF I have been betrayed , frighted , murdered , by the negliÂ ¬ gence of my servants , who suffered a beast , a mule , a bear , to surprise me , and stink me into convulsions with the fumes of tobacco .	1831	jw201357
of tobacco	whiff		At some distance from them I perceived another person in the same garb , sitting in a pensive solitary manner , enterÂ ¬ taining himself with a whiff of tobacco from the stump ol a pipe as black as jet .	1831	jw201357
Tobacco	smelling		Tobacco impairs the senses of smelling and tasting , and often of hearing and seeing .	1862	jw201407
of tobacco	whiff	first	Many a youth may date the ruin of his health and character from the first whiff of tobacco , which by dint of nauseous practice he was at length able to smoke , in the foolish imitaÂ ¬ tion of manhood .	1879	jw201437
of tobacco	smell		Twenty yearsâ   entire abstinence now have led to the feeling of increasing aversion to the smell of tobacco The dyspepsia , stoppage of the heartâ   s action , suffocation and other sympÂ ¬ toms at once ceased , and he believes that twenty years at least are added to his life .	1879	jw201437
the coarse tobacco smoke	stinks|reek	sour	1 â   assassinating stinks I would rather call them â   â    created by the coarse tobacco smoke , varied drinks , a the foul clothes of the poorer customers , and the Â § Drink - Caused Crime superabundant gas ; while the sour reek which ascends from cellar , bar , and kitchen frequently renders the bedroom even more malodorous than the bar .	1913	jw201470
of tobacco	odor		â   These are not characteris - tic except in certain cases when the odor of tobacco is detected in the stomach , or even pervades the entire body , or when tobacco in substance istound in the stomach contents .	1896	jw201504
Duse chloro - phyll tablets|of tobacco|onions	odours		â   Duse chloro - phyll tablets , intended for re - moving from the breath the odours of tobacco , onions , etc .	1951	jw201684
of tobacco smoke from the	smell		A lady of my acquaintance was once awakened out of a sound sleep by the smell of tobacco smoke from the pipe of a thoughtless burglar who had quietly entered a distant apartment of the house .	1885	jw201707
mucus|mucus|tobacco secretions	snuffy|snuffy mucus|mucus	snuffy|snuffy	ini - to see a man with scabbed and ulcerated arms and hands mixing up the bread ; others again using snuff and tobacco , as they lean over tho troughs and benches , and tho snuffy mucus and tobacco secretions aro sent somewhere .	1856	jw201712
tobacco	fmoke|fnuff|fmell perfume		The Moors , like the Mahometans in Turky , ob - ferve a fall of one month , which they call ramadan ; during which time they abftain from all forts of food , till the appearance of the ftars in the evening : neither are they allowed to fmoke tobacco , wailr their mouths , take fnuff , fmell perfume , or converfe with their women .	1785	jw201717
tobacco	fmoking		The girls were fond of fmoking tobacco , which they did with a pipe fo Ihort , that the bowl of it came clofe to their lips .	1795	jw201773
Tobacco	snuff		Time , Peruvian measurement of , 76 Titicaca , Lake , legends regarding , 4 , 5 ; ruins at , 6 ; Gonzalo marches on , 546 Tobacco used medicinally in the form of snuff , 84 Tomebamba , Blasco Nunez passes through , 496 Index Tombs of the Incas , discoveries in the , 9L 93 Tools used by the Peruvians , 91 , 92 Topa Inca Yupanqui , the conquests of , 8 ; his embalmed body taken by the Spaniards , 20 n .	1924	jw201989
of beer , tobacco|brandy	smell|ing		"""They do not tell their examiners , who ask kindly how they are getting on with their """" practical , """" that they have """" not found a d thing , """" nor do they appear in the examination hall on the eventful day smell - ing of beer , tobacco , or brandy ."""	1904	jw2017025
honey|of tobacco|of wormwood	olfactory|aromatic|aromatic|snuff	aromatic|aromatic	The auditory nerve is stimulated , and the brain recognizes melodious harmony , or discordant jar ; the optic , and a beautiful landscape , or a dark and noisome alley appears ; the gustatory , and we are re - minded of honey , of tobacco , or of wormwood ; the olfactory is provoked , and we â   die of aromatic pain , â   or are roused from lethargy to briskness by sensific snuff ; the feet are dressed in new boots , and the spirits rise under the pleasant stimulus , or the irritated corn elicits a cry of agony .	1870	jw2017032
of powdered tobacco	aroma|scented		Mante - gazza , I instituted an extended series of experiments , and find that the aroma of powdered tobacco , developes ozone , with much power , producing as deep a color on the test paper , as any of our ordinary scented flowers .	1870	jw2017032
kinds|with|flavour of tobacco - camphor	scented|scented|fragrance	scented|scented|artificial	I have tested with it 30 different snuffs , and although puzzled a little , at first , with the scented kinds , after the artificial fragrance had passed off , none gave such a high colour to the test - paper , as snuff with the fullest natural flavour of tobacco - camphor .	1870	jw2017032
of tobacco	olfactory|fumes|fumes		It is , therefore , apparently in the cerebrum proper , through the olfactory , that the fumes of tobacco per - form these remarkable function in the human ecomony .	1870	jw2017032
of good tobacco	aroma|olfactory|olfactory	empyreumatic|olfactory|olfactory	The empyreumatic aroma of good tobacco is truly delightful , but if it be only to its shadowy influence upon the olfactory nerve , after being expelled from the mouth , that the â   beneficial effects of tobaccoâ   are due , it is not surprising that â   as Mr .	1870	jw2017032
of tobacco powder	aroma		Having known you intimately for many years , I have had opportunities of seeing your valuable experiments in the de - velopment of ozone by the aroma of tobacco powder , a clever ex - tension of the theory of M .	1870	jw2017032
of Brafil tobacco	fmell		' Ã ³ f I have killed a young Fly in the fpace of three * hours , by the fmell of Brafil tobacco , put near it in a flask : and this indeed I have often done fince .	1758	jw2017139
Stale tobacco - smoke	odor	very unpleasant	Stale tobacco - smoke in quarters , however , gives a very unpleasant odor , and the room should be daily opened and aired sufficiently to prevent or dissi - pate this .	1909	jw2017305
the fumes of tobacco|from our tip	whiff		â   â   If this was the opinion of the First King James of England of the fumes of tobacco what would he have thought of a whiff from our tip when in full blast .	1904	jw2017312
Tobacco leaves|Nicotine	odour	peculiar	Tobacco leaves when distilled with caustic potash yield a liquid alkaloid , having a peculiar odour , Nicotine ( C10H14N2 ) ; when pure , it occurs as a colourless oil , but becomes yellow by exposure ; sp .	1882	jw2017773
The leaves of tobacco	fmell	difagreeable	""") """" The leaves of tobacco have a ( trong difagreeable fmell , and a very acrid burning tafte ."""	1785	jw2017786
Tobacco|base|weed	stinking|stinking	stinking|stinking	And now Tobacco , that base stinking weed , That Indian witchcraft , smoaking in their head ; Turnes Virile Acts , and delicat discourse To pot , and Pypes , reciprocall recourse : A T ay ; theyâ   re so bent , though when its spent to flashes , Theyâ   ll smoake it out , even Asses , sucking Ashes , It was a damnâ   d devyce , a fatall curse , To honesty , and health , and to the Purse , It spoyles their Memory , and blinds their sight , Dryes up the moisture of the Carnall Wight .	1893	jw2017876
the tobacco -|its|a stagnation of the air	smell	very strong	I have found it almost impracticable to prevent these persons , Germans particularly , from smoking tobacco , and I have often made use of this propensity as a means of admitting fresh air into the wards , by overlooking the appear - ance of the tobacco - pipe , if its smell gave no very strong evi - dence of a stagnation of the air .	1820	jw2016048
of CIGAREHES|TOBACCO	Fragrance		The Fragrance and Unique Flavour of CIGAREHES & TOBACCO ARE PROCURING CHEMISTS NEW AND PERMANENT CUSTOMERS DAILY Made from the finest leaf grown in NYASALAND on the plantations of The British Central Africa Co .	1926	jw2016393
of dried tobacco	odour	characteristic	â    The characteristic odour of dried tobacco is developed during the process j of curing .	1874	jw2016419
of tobacco	aroma		In smoking , these substances as well as the cellulose of j the thick midrib , would yield products not agreeable to the consumer , i The manufacturer therefore discards the midrib , and endeavours by : further preparation to ensure at least the partial destruction of these unwelcome constituents , as well as the formation of certain products of fermentation ( ferment - oils ) , which may perhaps contribute to the aroma of tobacco , especially when saccharine substances , liquorice , or alcohol * are added in the maceration to which tobacco is subjected .	1874	jw2016419
vanilla|tobacco	scenting		3 In the time of Pomet ( 1694 ) , vanilla was imported by way of Spain , and was much used in France for flavouring chocolate and scenting tobacco .	1874	jw2016419
fume|fume of tobacco|of burning fulphur	fume|fume|vapour		of the fume of tobacco , as mentioned in page 58 ; or the vapour of burning fulphur in a chaffing difli , are powerful catamenial promoters .	1788	jw2016424
of tobacco - fnufF	ufe		The nafty fafhioanble ufe of tobacco - fnufF in Europe , inftead of ftimulating a dif - cliarge of the mucid ftagnating lymph , be - comes familiar to the glandular pituitary membrane , clogs the frontal finufes and la - chrymal dufts , obtunds nervous fenfation ^ ftupifies the brain , relaxes and weakens the organs of fight , deadens the luftre of the eyes , fallows the complexion , and has brought on confumption .	1788	jw2016424
Tobacco root|its	smell		) Tobacco root , so called on account of its smell .	1881	jw2016498
Lobelia|Indian Tobacco	odour	slight|unpleasant	Lobelia , or Indian Tobacco , is a herb growing in the United States , belonging to the natural family Lobeliacece , and is im - ported in dried rectangular cakes of a slight but unpleasant odour , and when chewed of an acrid nauseous taste , somewhat resem - bling tobacco .	1851	jw2016553
Chemical|inorganic and organic vapours|environmental tobacco smoke|radon|pollen	odours		What do we Measure ? Indoor air quality is a broad term , but is usually considered to include : * Chemical pollutants - inorganic and organic vapours , odours , environmental tobacco smoke ( ETS ) , radon ; * Physical pollutants - particulate matter / dust , pollen , asbestos ; Â ¢ Biological factors - allergens , dust mites , moulds , fungi , bacteria ( e .	1997	jw2016611
tobacco|body	odours		tobacco smoke , body odours ) are emitted entirely from within the building , others show indoor levels strongly dependent upon the outdoor ambient conditions .	1997	jw2016611
of tobacco|Nicotine	odour		If the reddened mixture has at first a roseate hue , turning deep red on the addition of nitric acid , it is Brucine ; if the origi - nal substance moistened with solution of potassa evolves the odour of tobacco , it contains Nicotine ; if the red colour produced by the acid is permanent and of an intense blood - hue , and the powder agglutinates into lumps like resin , it is Salicin ; if the colour is at first yellowish , changing to blood - red , and ultimately to crimson and violet , it is Veratrine .	1892	jw2016623
mosquitoes|gnats|other dipterous insects|tobacco -|of certain essential oils|with thymol|oil of cloves|bergamot	odour|scented	repugnant	As regards mosquitoes , gnats , and other dipterous insects , it may be said that tobacco - smoke and the odour of certain essential oils is repugnant to them , and the annoyance caused by them can to a very con - siderable extent be diminished by rubbing the exposed parts of the body with vaseline strongly scented with thymol , oil of cloves , bergamot , & c .	1892	jw2016623
Pure conia|of|of|of tobacco and mice	smelling|odours	oily	Pure conia is an oily - looking liquid smelling intensely of hemlock , or rather of a combination of the odours of tobacco and mice ; volatile at common temperatures ; blues red litmus ; boils at about 340Â ° F .	1892	jw2016623
Vanilla planifolia|the bean of the Dipterix odorata|tonquin bean|tobaccos|the root of Iris Jlorcntina|orris root|of an Indian|woods|the Santal|Santalum album|from the Santal wood|the|violet|seeds|the caraway|nutmeg|mace	perfuming|snuffs|snuffs|fragrant|fragrant|odoriferous|odoriferous	fragrant|fragrant|odoriferous|odoriferous	Vanilla planifolia , \ the finest of which comes from Mexico ; the bean of the Dipterix odorata or tonquin bean , which our grandfathers carried in their snuff boxes , and which is still used for perfuming certain varieties of snuffs and tobaccos ; the root of Iris Jlorcntina , or orris root ; the rizome of an Indian grass known as Viti - vert , or Km - km ; fragrant woods , such as the Santal , Santalum album , from the Santal wood islands and the island of Timor ; the myall , or violet wood of Australia ; odoriferous seeds , such as the caraway , ' from the Carumcarid ; nutmeg and mace , both from the nutmeg tree .	1877	jw2016750
the|the tobacco	odour	rich charac|teristic spirituous	This operation is repeated daily for about 10 days , and at longer intervals for some 3 months , with the result that the tobacco ac - quires a glossy black colour , and a rich charac - teristic spirituous odour .	1921	jw2016831
flavour|of the tobacco	aroma		flavour and aroma of the tobacco .	1921	jw2016831
the so - called tobacco - camphor|nico - tianin	aroma|it		At one time the source of the aroma was believed to be the so - called tobacco - camphor , or nico - tianin , a crystalline volatile substance obtained by the steam distillation of fermented tobacco ; but experiments have shown that it is not always associated with nicotine in tobacco leaf , as was supposed .	1921	jw2016831
the different types of tobacco|specific|specific	aromas	distinctive	The theory of Suchsland , that the distinctive aromas which characterise the different types of tobacco are due to the action of specific bacteria during the sweating process , has not been substantiated by other observers .	1921	jw2016831
Plant|leaves|tobacco|tobacco	odour		â   Plant downy ; leaves resembling those of Datura , of a pale green colour , with tobacco - like odour .	1903	jw2010166
of tobacco	odour		; as a spray or inhalation it is used in whooping cough , diphtheria , coryza , inflammation of the pharynx and larynx , and sometimes even in bronchitis and phthisis ; as a gargle in sore throat , and bronchiectasis ; as a mouth wash it removes the odour of tobacco from the breath .	1903	jw2010166
some roll tobacco	smell|smell		It put me into an ill - conception of myself and my smell , so that I was forced to buy some roll tobacco to smell and chew , which took away the apprehension .	1901	jw2010225
of tobacco	smell		Youâ   ll spoil my room ; my cur - tains will smell of tobacco for a week .	1901	jw2010225
