Smell_Source	Smell_Word	Quality	Sentence	Year	Book
of a tallow - candle	smell		Upon my honour , my good sir , I have never been able to bear the smell of a tallow - candle who now holds the office of king ' s re - plied Sir Robert , gravely ; but I presume , sfr — .	1846	bl41276
The candles|from this vegetable wax	perfume	agreeable	The candles made entirely from this vegetable wax in the sertao , are said to emit an agreeable perfume whilst burning .	1847	bl41467
candles	snuffing		He recovered of this wound , and retired after the unfortunate king to Paris , where he was reduced to support a wife and seven children ( for his lot had horns in it ) by cleaning shoes and snuffing candles at the opera .	1845	bl41545
of a candle	snuff		, of Newcastle , Newcastle , having accidently dropt a snuff of a candle among the straw in the stable , then going out and shutting the door , in less than twenty Thomlinson MSS .	1841	bl41897
of a candle	snuff		— A fire , occasioned by the snuff of a candle , took place in a corn mill , without Pandon gate , Newcastle , which entirely consumed the same , together with a large quantity of corn , and other property .	1841	bl41897
the candle	snuffing snuffing		Oh dear me , dear me ! sighs Mr Venus , heavily , snuffing snuffing the candle , the world that appeared so flowery has ceased to blow ! You ' re casting your eye round the shop , Mr Wegg .	1876	bl98121
of tea|candles	odours	homely	Draperies and groceries were disposed of at the same counter , with only an occasional inconvenience resulting from homely odours of tea or candles clinging to the materials with which they had long rested in closest neighbourhood .	1874	bl98330
the|the candle|candle	smell|smell	dreadful	And the candle was making a dreadful smell ! That alone might betray her : Harry Castlemaine might push back the door to ascertain where the smell came from .	1873	bl98412
the candles	snuffing		Berry was snuffing out the candles on the sideboard .	1869	bl98437
the candles	snuffs		You led the club , I says Ruff to his partner ( the other partner ! ) , and the waiter snuffs the candles .	1869	bl98437
the|the candle	snuffing		Reed , snuffing the candle .	1874	bl98565
of candle	smell	such|vile	151 These stingy folks haAre put in such short bits that they will not last out the ceremony ; that is the reason there is such a vile smell of candle What an extraordinary thing this seemed to do , because , as giving candles is a religious act , what was the good of making any better of them in the eyes of mortals , when to the saint it was surely supposed to be evident that they Avere dips ? The kneeling crowd began to shift , then to rise and move , and we were pressed upward with it , and , at last , reached the great , dark nave , through which Avandering Avafts of damp night - air were sighing .	1872	bl94075
of flaring tallow candles	scent		The theatre was fairly full ; the atmosphere close and oppressive from the scent of flaring tallow candles .	1874	bl94164
of a burning candle	snuffs		' He bore a strange kind of appetite to snapdragon , snapdragon , and to the livid snuffs of a burning candle , which he would catch and swallow with an agility wonderful to conceive ; and , by this procedure , maintained a perpetual flame in his belly , which , issuing in a glowing steam from both his eyes , as well as his nostrils and his mouth , made his head appear in a dark night like the skull of an ass , wherein a roguish boy had conveyed a farthing candle , to the terror of his majesty ' s liege subjects .	1869	bl94174
of the earth|bear ' s grease|tallow - candle	odour|scented	undefinable undefinable|earthy	A thin sprinkling of the aristocratic element finds its way into closely - curtained peAvs ; the farmers ' wives and families take their places , and , warned by the sudden cessation of old Timothy ' s labours that the service is about to commence , a body of male rustics come trooping in from their gossiping lounge in the churchyard , bringing Avith them that undefinable undefinable odour of the earth , earthy * , peculiar to Hodge , which the Sunday ahowance of scented bear ' s grease or tallow - candle is impotent to neutralize Even when the whole congregation is assembled Avithin the Avails , however , many empty seats ma } ' be observed , and , together with the breeze that steals in at the open door , there floats the faint sound of psalm - singing psalm - singing from the rival com * enticle not A ' ery far distant , wliere John Stubbs holds forth to the edification of a goodly number of his brethren , who consider it an infallible token of grace and unction that he should find time to prepare his Aveekly address amid the 350 A NOVEL AVITH TAVO HEROES .	1872	bl94290
It|of stock - fish|talloAv candles|jenever|cheese|house - flannel	smells		It smells of stock - fish , talloAv candles , jenever , cheese , and house - flannel .	1877	bl94637
of a candle	snuff		The snuff of a candle , the wick of a lamp , the bloom on a peach , the down on a butterfly .	1876	bl94732
two Mtchen candles|two|Mmseti	snuffed|snuffed		Knag slowly snuffed two Mtchen candles on the counter , and two more in the window , and then snuffed Mmseti from a box in his waistcoat pocket .	1876	bl94732
a golden candle whose	perfume		They started off , therefore , through the corridor wherein resided Accident , Barnabas , and Mary , discoursing of certain greedy cab - masters who are almost as great villains as professional money - lenders ; of the reasons why suffering Cabby , who is innocent in the main , if rough , should be with one accord treated as the football of society ; until , on crossing London Bridge , Baby caught sight of a certain blonde auriole of hair , and , dashing off without a word of explanation , left Piggy to pursue his way alone , while the dusky moth hovered round a golden candle whose perfume was rapture , whose nicker was delight .	1876	bl94756
spirits of turpentine|peat water|of tallow candle	snuff	vile	The landlord charged this abominable stuff as I am convinced in my own mind that it was a vile mixture of spirits of turpentine and peat water , well flavoured with snuff of tallow candle ! I was so disgusted that I would have signed the pledge on the spot had any - disciple of Father Mathew been present to register my vows .	1871	bl94859
plant|Sweet Gale|Candleberry - AIyrtle	aromatic|aromatic	aromatic|aromatic	In this apartment , if so it could be named , were only some barrels , some firearms , and a great quantity of dry heather and bracken lying about , also heaps of the aromatic plant known as Sweet Gale , or Candleberry - AIyrtle .	1878	bl94920
of a candle	snuff		Half an hour thinking what you ' d put on ! and who the deuce do you think cares the snuff of a candle whether you ' ve anything on or pray , cried Mrs .	1873	bl9506
