Smell_Source	Smell_Word	Quality	Sentence	year	Book
the oxygen|ozone	odour	peculiar|much denser	A peculiar modification of oxygen , kno ^ vn as Ozone , is pro - duced under certain circumstances , as when a succession of electric sparks is passed through air ; a large portion of the oxygen is then converted into ozone , which has a peculiar odour , is much denser than oxygen , and seems to be a more active form of this gas , containing three atoms of that element con - densed into one ; it can be formed by other means , and in the course of the slow oxidation of phosphorus and other substances , is produced in small quantities .	1884	jw234092
Carbolic Acid|Cklorozone|Condyâ|the hydronette syringe with rose	scent		Carbolic Acid , Cklorozone , or Condyâ   s Liquid improve the air when diffused by means of a large brush , a scent spray , or the hydronette syringe with rose .	1880	jw234204
of ozone	odour		Close the bottle for some hours , when the air it contains , will manifest the odour and effects of ozone .	1878	jw234306
Carbolic Acid|Chlorozone|Condyâ|the hydronette syringe with rose	scent		Carbolic Acid , Chlorozone , or Condyâ   s Liquid improve the air when diffused by means of a large brush , a scent spray , or the hydronette syringe with rose .	1876	jw234422
""""""" Ozone"""	odour	peculiar	"""Has this peculiar odour , called """" Ozone , """" been observed in thunder - storms ? A ."""	1853	jw241191
SULPH OZONE	smell		SULPH OZONE ( d ^ u ) , to smell ) .	1878	jw241727
ozone	smell	sulphureous	A sulphureous smell ( ozone ? ) likewise accompanies the aurora ; the aurora likewise disturbs the magnetic needle in an irregular manner ; Matteucci observed this in the Electric Telegraph between Eavenna and Pisa ; as did also Mr .	1855	jw241907
of ozone	odour		413 the odour of ozone , at considerable distances from tlie buildings that are struck .	1855	jw241907
"""its|pure ozone|of """" voltaic """" oxygen"""	smell|odour|oxidizing	most intense	"""Air , diluted with roiKSTrDth of its volume of ozone , may be recognized by its smell ; pure ozone must , therefore , have a most intense odour , ( 550 ) The remarkable oxidizing power of """" voltaic """" oxygen was pointed out by Kolbe ."""	1855	jw241907
ozone	smell		Attention has already been directed to an allotropic condition of oxygen which is known as ozone ( from the Greek oi ^ SiV , to smell ) .	1893	jw2411016
211 Ozone	odor		211 Ozone is a colorless gas , possessing a characteristic odor resembling dilute chlorine .	1893	jw2411016
cinnamon water|with peroxide of hydrogen or pyrozone	odor	fetid	No interference except opening subperiosteal abscesses and dis - infection , until separation of sequestrum has occurred , when it should be removed , free openings made for discharge of pus , frequent irriga - tion with solutions of permanganate of potash and cinnamon water , which will correct the fetid odor , also with peroxide of hydrogen or pyrozone â   3 per cent .	1902	jw2411878
bromine|nitrous fumes|ozone	oxidising		This reaction is very delicate , but it must be remembered that an excess of chlorine again removes the blue colour , and also that the same effect is produced by bromine , nitrous fumes , ozone , and other oxidising substances .	1881	jw2417109
substance|ozone	smelling|smelling|smell	peculiar strongly - smelling|smelling	"""^ This chemist showed that the peculiar strongly - smelling substance , to which he gave the name of ozone , from ofco , I smell , is cnpable of liberating iodine from potassium iodide , and of effecting many other oxidisiu """" actions ."""	1881	jw2417109
ozone|its	smell	peculiar	In the air of the country , and especially in sea air , the presence of ozone can almost always be recognized , often indeed by its peculiar smell .	1881	jw2417109
Ozone	odour	peculiar	â   Ozone prepared by any of these plans is a colourless gas possessing a peculiar odour , somewhat resembling that of very diluted chlorine .	1881	jw2417109
Ozone|its	odour	peculiar	Ozone is somewhat soluble in water , imparting to water its peculiar odour as well as its oxidising powers .	1881	jw2417109
Ozone	smell		Ozone ( from ci ( ^ w , I smell ) is an allotropic form of oxygen , three volumes being condensed into two .	1892	jw2417154
this substance|ozone	smell|smell		Schonbein ( 1840 ) showed that the oxygen obtained by the electrolysis of water , also contained this substance having a smell , and he gave to it the name ozone , signifying a smell .	1895	jw2417196
ozone|its	odour		Thus , in the ordinary electrolysis of water , the oxygen evolved from the positive electrode is found to contain ozone in sufficient quantity to be readily detected , both by its odour , and by other tests .	1895	jw2417196
Ozone	smell	peculiar	Ozone is soluble to a slight extent in water , imparting to the solution its own peculiar smell .	1895	jw2417196
either eucalyptol|menthol|con - centrated ozone|peroxide of hydrogen|resorcin	aromatic|aromatic	aromatic|aromatic	â    Best relieved by the administration of an active germicide ; if an adult , a teaspoonful of either eucalyptol , or kurchicine , or Warburg ' s tincture ; if a child , some aromatic , as menthol ; con - centrated ozone ; peroxide of hydrogen ; resorcin , etc .	1890	jw2417992
ozone|sulphur|on|on permanganate|permanganate of|of potassa|potassa	aromatic|aromatic|fumes	aromatic|aromatic	ozone water , aromatic sulphuric acid , sulphur water , or com - pletely annihilated by passing the fumes caused by dropping sul - phuric acid on permanganate of potassa , or by the addition of lime .	1890	jw2417992
of Ozone	odour	very	"""If now we set the coil in action , and drive air , with the bellows , through the * ' Ozone Generator , """" collecting the ozonized air in bottles placed in the pneumatic trough , we can speedily fill several bottles with air saturated with Ozone , The odour of Ozone may very readily be detected for some time in these bottles ."""	1874	jw2416325
Ozone	odour	putrescent	Ozone passed through putrid blood destroys the putrescent odour , and restores coagulation .	1874	jw2416325
Ozone|disinfectant	deodorizer|deodorize		â   Ozone is a disinfectant and deodorizer , belonging to those bodies which disinfect and deodorize by resolving and decomposing into primitive and innocuous forms , competing , in this respect , with substances already named â   chlorine , bromine , and iodine : it possesses these qualities in a less degree than chlorine and bromine , and is , in many cases , not so applicable as iodine .	1874	jw2416325
of Ozone|bromine|iodine	deodorizing		For a full and interesting account of the disinfecting and deodorizing capabilities of Ozone , as well as for a fair comparison between it and chlorine , bromine , and iodine , I would refer you to the opinions of the late Dr .	1874	jw2416325
ozone	emanations		Kind nature is , therefore , always doing her best to preserve our country cousins from blood poisoning , but , in the central parts of NewÂ ¬ castle , and likewise in all large towns , ozone is absent , being entirely used up in oxidizing disease - producing emanations .	1870	jw2416364
resinous|cinnamon|ozone	smells|tang		In fair weather , you may spare yourself the trouble of a tent and camp under a stretch of sky hung with stars , resinous of balsams , spiced with the life of the l cinnamon smells and the ozone tang .	1921	jw2410237
scrub juniper|cedar|ozone|ozone	scented|scented	scented|scented|life - giving	io8 ACROSS THE PAINTED DESERT The trail rises and rises from the sandy levels of the railroad town till you are presently on the high northern mesa among scrub juniper and cedar , in a cool - scented , ozone atmosphere , as life - giving as any frost air of the North .	1921	jw2410237
of|of northern ozone|of incense|frankincense|myrrh	tang|scent	resinous	Even going at that pace , you can get a sense of the wonderful coloring of the Painted Desert , of the light lying in shimmering heat layers split by the refraction of the dusty air in prismatic hues , of an atmosphere with the tang of northern ozone and the resinous scent of incense and frankincense and myrrh .	1921	jw2410237
of ozone	smell	strong	Masked and screened workmen wielding glowing steel electrodes like soldering - irons , melting steel like soft solder , amid the blinding glare of light and the strong smell of ozone pro - duced by flaming two - inch arcs , provide manufacturing conditions which are almost weird .	1905	jw2410278
Ozone|Antozone|of hypochlorite of Ume	odour|oxidizing	strong	At the meeting of the British Association at Cambridge , in 1862 , he read the results of an elaborate investigation into the post - mortem appearances met with in animals slowly poisoned by daily minute doses of arsenic ; also a paper on ' Ozone and Antozone , ' exhibiting a rare form of fluorspar ( given to him by Professor Baron von Liebig ) , possessing the extraordinary property of emitting a strong odour of hypochlorite of Ume when pounded in a mortar , and yielding to distUled water an oxidizing agent , which , by its reactions with different chemicals , he showed was , as Schonbein had asserted , antozone .	1899	jw2410367
Ozone|its	oxidizing|deodorizing		Ozone has been recommended as a disinfectant , from its - well - known oxidizing qualities and deodorizing properties .	1875	jw2410890
ozone|ozone	smell		, 07 as a dark olive - green liquid , with a smell recalling Cl compounds and ozone .	1888	jw2413231
ozone|air or O	odour	characteristic	â   The earliest known record concern - ing ozone relates to an observation by van Marum , 1785 , that air or O when submitted to the electric spark acquires a characteristic odour .	1888	jw2413231
""""""" OzONE"""	odour	peculiar	"""JIas this peculiar odour , called """" OzONE , """" been observed in thunder - storms ? A ."""	1863	jw2413255
Neio|Terozone|Transvarent Soap	Perfume		St J Stoddarfs Sea Salts 41 WARRICK BROS Essential Oils 37 WESTMINSTER COLLEGE ( Wills * Wootton ) 6 WHITAKER & GROSSMITII The Neio Perfume ( White < lover ) , Terozone , and Transvarent Soap 37 WoLTERS , O Balances .	1888	jw2413316
ozone|of plants|oleo - resins|dust	odour		In his own person , and some other cases , he clearly shows that all the agents hitherto supposed to be severally productive of asthma , as ozone , heat , strong sunlight , the volatile principle on which the odour of plants depends , oleo - resins , dust , unless it contains pollen , are powerless to produce a paroxysm .	1883	jw2413708
Ozone|a gas|of phosphorus	odour		â   Ozone , an allotropic modification of oxygen , O3 , is a gas possessing an odour of phosphorus and an irritating action on the cells of the respiratory and conjunctival mucous membranes .	1906	jw2412213
of pollen|dust|ozone	odours		By well devised tests he succeeded in provingâ   ist , that in his own person the inhalation of pollen always produced the characteristic symptoms of hay fever ; 2ndly , that in his own case , and in that of two other persons , there was a direct relation between the intensity of the symptoms and the amount of pollen floating in the air ; and 3rdly , as already shown , that none of the other agents referred to ^ such as heat , light , dust , odours , or ozone , can of themselves cause the complaint .	1884	jw2412333
of phosphorus|by|by a|a mixture|mixture of|of ozone|ozone and|and phosphorous|phosphorous oxide|oxide	odour	peculiar	The peculiar odour of phosphorus is caused by a mixture of ozone and phosphorous oxide .	1904	jw2412442
of sea - water|with ozone|organic iodine	aroma|permeating	refreshing	Instantly dissolves in hot or cold water , to which it imparts the full properties and refreshing aroma of sea - water , at the same time permeating the air with ozone and organic iodine .	1933	jw2412479
of ozone	odor	peculiar	The peculiar odor of ozone explains the name given it by its dis - coverer , Schonbein , who long maintained alone the genuineness of this form of oxygen .	1889	jw2412606
of|of the liberated ozone	oxidizing		The antiseptic properties of chlorine are , therefore , due in large part to the oxidizing powers of the liberated ozone .	1889	jw2412606
Ozone	stench		Ozone ( o ^ t ] , a stench ) .	1864	jw2412952
ozone|its	odour	pecuhar	Among the chemical effects must be enumerated the formation of ozone , which is recognised by its pecuhar odour and by its chemical properties , which are like those of oxygen but far more energetic .	1878	jw243806
ozone	smell	peculiar	The peculiar smell and increased power of oxidising possessed by oxygen through which an electric spark had been passed was first observed by Van Marum in 1785 , and was more carefully studied by Schonbein , in 1840 , who gave to the substance the name of ozone , but its true nature was not known till Andrews , in 1856 , proved that it was an altered condition of oxygen whereby it exists in a state of condensation .	1881	jw246357
Carbolic Acid|Chlorozone|Condyâ|the hydronette syringe with rose	scent		Carbolic Acid , Chlorozone , or Condyâ   s Liquid improve the air when diffused by means of a large brush , a scent spray or the hydronette syringe with rose .	1884	jw246540
Dust|of certain plant # and flowers|ozone|the pollen of certain plants	odour		Dust , also , and the odour of certain plant # and flowers , and ozone , have been viewed as exciting causes ; but the general experience of both medical observers and their patients tends to establish the opinion that the pollen of certain plants , and that alone , is capable of producing hay asthma in most individuals who are liable to it .	1891	jw246649
Ozone	smell		Ozone possesses both taste and smell , differing in this from oxygen , which possesses neither .	1891	jw246649
of ozone	smell		300Â ° ; it does not oxidise in dry air , but in presence of moisture oxidation proceeds slowly , with the smell of ozone and the formation of an acid liquid ( Personnc , C .	1888	jw246802
ozone	smell	peculiar	After keeping for some time in a closed bottle a peculiar smell is noticed on opening the bottle , perhaps due to H2S208 or S207 ; ozone is sometimes also given off .	1888	jw246802
of ozone|of the gases from the blood|of ozone	odour|odour|smell|odour	offensive|faint	For a few minutes the odour of ozone was destroyed by the odour of the gases from the blood ; gradually the offensive smell passed away ; then the fluid mass became quite sweet , and at last a faint odour of ozone was detected , whereupon the current was stopped .	1878	jw249110
Ozone	smell|oxidizing	penetrating|powerful	Ozone , which is formed whenever electrical discharges take place and has a penetrating smell , is a powerful oxidizing agent .	1913	jw249131
ozone|its|of sulphur	smell|smell|odour		The singular substance ozone , produced occasionally in the atmosphere , is named from its smell , which is the smell of sulphur , and the odour given forth by elec - tricity .	1885	jw247484
a particular substance|ozone	odour|smell		This odour has been traced to a particular substance discovered by Professor Schonbein and named by him ozone , from the Greek word signifying smell .	1885	jw247484
the lumps of ozone	smell		You can almost smell the lumps of ozone drifting by and it has been said - truly because we have been measuring it , as well as has Warren Spring Laboratory - that we have in the last heat wave exceeded the maximum allowable concentration in industry for ozone .	1976	jw245211
manganese|of ozone|chlorine	smell		It is quite certain that the gas from the mixture of potassium chlorate and manganese dioxide has usually the smell of ozone or chlorine .	1946	jw245555
of ozone	odour|odour	peculiar|perceptible	Now , however , there seems no reason to doubt that the peculiar odour which is sometimes perceptible during thunderstorms , and which has been likened to sulphur , is identical with the odour of ozone .	1946	jw245555
ozone	smell|smell		Schon - bein 4 claimed that the smell must be due to the formation of a definite sub - stance to which he gave the name ozone â   from o ^ co , I smell .	1946	jw245555
aqueous solutions of periodic acid or periodates|of ozone	smell		Rammelsberg , 3i aqueous solutions of periodic acid or periodates smell of ozone ; but A .	1946	jw245555
ozone|â	smell		Schrotter 7 ( I860 ) reported 0 ' 02 per cent , of ozone â   identified by the smell â   occluded in the blue fluorspar of Wolsendorf and Joachimsthal , but A .	1946	jw245555
to ozone	smell		Loew considered this inference to be â    wrong because the smell attributed to ozone is retained after fluorspar has been heated to 300Â ° .	1946	jw245555
Ozone|Ozonized air|I|of garlic	smell	strong characteristic	The Physical Properties of Ozone / Ozonized air has a strong characteristic smell , which reminds some people of I sulphur dioxide , others of garlic , and others of chlorine .	1946	jw245555
ozone	smell		Indeed , ozone can be detected by smell before starch and potassium iodide paper turns blue .	1946	jw245555
Ozone	smell		Ozone is destroyed by carbon , the smell disappears , but no oxidation has been detected .	1946	jw245555
The acidified liquid|of|of ozone	smell		The acidified liquid does not smell of ozone .	1946	jw245555
Ozone|its	smell		Ozone can be recognized by its smell long before the silver is coloured .	1946	jw245555
of ozone	smell	very marked	Moreover , were such the case , sporadic cases of influenza would be of common occurrence among employees ETIOLOGY 415 in electrical works , where the smell of ozone is invariably very marked , Eather more to the point â   for it has at any rate some elements of possibility , not to say probability , in its favour â   is the suggestion that dust may be the vehicle which serves to transmit the contagion , whatever its nature may be .	1890	jw245611
Ozone	odor|oxidizing	peculiar|even stronger	"""Ozone differs from ordinary ox } """" gen by pos - sessing a peculiar odor , by being an even stronger oxidizing agent than common oxygen , by liberating iodine from potassic iodide , etc ."""	1888	jw24277
Ozone	deodorant		Ozone friendly A new ecologically safe deodorant spray has been introduced by Victor Men ' s Toiletries .	1988	jw24504
ozone|rapidly|compounds	deodorizes		The Ozonic Ether contains ozone , and diffused from a spray tube in the sick room , or allowed to evapora ' e from alinen cloth , rapidly fixes amraoniacal compounds and deodorizes the air .	1866	jw24530
of ozone	smell		Schoenbein first told us that the smell was in reality that of ozone .	1869	jw24626
of ozone|of|of our|our atmosphere|atmosphere	odor|smell	same	All the substances being possessed of the power to annihilate almost instantaneously the odor of ozone are without any exception capable also of destroying suddenly the same smell of our atmosphere .	1899	jw2415195
ozone	odoriferous|odoriferous|smelling|smelling	odoriferous|odoriferous|smelling|smelling	121 3 - All the substances having the property of destroying the negativeh ' polarizing power of the odoriferous oxigen being eliminated at the positi \ ' e electrode during the electrolysis of water , do also destroy the same power possessed by our ozone - like smelling atmosphere .	1899	jw2415195
of ozone	odour	strong	A couple of sheets being lively rubbed develop a strong odour of ozone .	1899	jw2415195
principle|ozone	odoriferous|odoriferous	odoriferous|odoriferous	709 , where he says , that being all but convinced that his odoriferous principle must be grouped together with chlorine and bromine , he proposes giving it the name of ozone .	1899	jw2415195
ozone	smelling		it will he remembered , who named ozone , deriving it from the Greek word o ^ iir , smelling .	1899	jw2415195
matter|Chlorine|Jodine|Ozone	odorous|odorous	odorous|odorous	Many con - jectures were put up as to the chemical nature of the odorous matter emitted from the spar : Chlorine , Jodine and even Ozone were spoken of , but it turned out to be a different thing .	1899	jw2415195
free fluorine|of electrical ozone	odour|smell		The odour may turn out to be free fluorine ; it certainly differs greatly from the smell of electrical ozone .	1899	jw2415195
ozone	smell	peculiar	The peculiar smell which is observed when an electrical machine is worked , is caused by the presence of ozone â  ¢ and if a paper , dipped in a solution of potassium iodide and starch paste , be held opposite a point on the conductor of the machine , the paper becomes blue , owing to the liberation of iodine and the formation of a blue compound of iodine and starch .	1867	jw2415211
of exhilarating ozone on a Swiss|a Scotch moor	whiff	keen	not well be included in any therapeutical tables ; for what can equal the bracing properties of sea - bathing , of change of air and scene , of the keen whiff of exhilarating ozone on a Swiss glacier or a Scotch moor , of a day ' s hunting or shooting , or a ramble along a good trout stream when fish are well on the take ? A good dinner , with a glass of good wine , cheerful society , the stimulus of hope , even the rousing effect of a sudden reverse of fortune , may be often more successful than mere drugs ; but in considering the varying modes of treat - ment for debility in its many forms we may usefully divide our therapeutic resources in the following way : â   I .	1891	jw2415309
SAVABS Gutta Percha|SAVABS|SAVABS Improved Higginson|SAVABS|Salt|SAVABS Jewellery Bequisites SAVABS Juniper Tar Soap SAVABS Knife Polish SAVABS Lavender Water SAVABS Lint SAVABS Lip Salve SAVABS|SAVABS|SAVABS Medioine Droppers SAVARS Metal Polishing Paste SAVABS Nail Trimmers SAVABS Nipple Shields SAVABS Oatmeal Soap SAVABS Odorators|SAVABS Obstetrio Binders SAVABS Ozone Water SAVABS Parcel Post Envelopes SAVABS|Sachets SAVABS|SAVABS Poison|SAVABS|Cantharadine|Castor|Crystal - lized|Floral|Fossiline|Marrow|May Blossom SAVABS Popular Inhaler SAVABS Poudre de|SAVABS|Salts SAVABS Salioylio Corn Plasters ( Savars|SAVABS|SAVABS Shaving Cream SAVABS Shaving Sticks SAVABS Soda Water Taps SAVABS Starch Glaze SAVABS Sulphur Water SAVABS Toilet	Smelling|Perfume|Smelling	Inexhaustible|Bestorative	"""SAVABS Gutta Percha Tissue SAVABS House Thermometer SAVABS Improved Higginson Enema SAVABS Inexhaustible Smelling Salt * SAVABS Jewellery Bequisites SAVABS Juniper Tar Soap SAVABS Knife Polish SAVABS Lavender Water SAVABS Lint SAVABS Lip Salve SAVABS Marking Ink ( Guaranteed ) SAVABS """" May Blossom """" Requisite * SAVABS Medioine Droppers SAVARS Metal Polishing Paste SAVABS Nail Trimmers SAVABS Nipple Shields SAVABS Oatmeal Soap SAVABS Odorators ( Folding ) SAVABS Obstetrio Binders SAVABS Ozone Water SAVABS Parcel Post Envelopes SAVABS Perfume Sachets SAVABS Perfumery SAVABS Poison Stoppers SAVABS Pomadesâ   Cantharadine , Castor Oil , Crystal - lized , Floral , Fossiline , Marrow , May Blossom SAVABS Popular Inhaler SAVABS Poudre de Biz SAVABS Bestorative Smelling Salts SAVABS Salioylio Corn Plasters ( Savars ) SAVABS Sealing Wax SAVABS Shaving Cream SAVABS Shaving Sticks SAVABS Soda Water Taps SAVABS Starch Glaze SAVABS Sulphur Water SAVABS Toilet Companionâ   comprising a variety of Savars Specialities arranged in a neat partitioned box , handsomely labelled , pecu - liarly adapted for a Birthday Gift ."""	1894	jw2415687
its|phosphorus|of ozone	smell|smell|smell		79 ) is formed in the slow combustion of phosphorus in the air , and can be readily recognised by its smell ; that which is usually termed phosphorus smell is nothing but the smell of ozone .	1902	jw2415919
ozone	oxidizing		Owing to this oxidizing property , ozone if too concentrated when inhaled cannot , it is stated , enter the blood , because it immediately attacks the mucous membrane or other organic surfaces with which it is brought into contact .	1885	jw244103
Acetozone|benzoyl - acetyl - peroxide|of ozone	odor	remarkably pleasant pungent	Acetozone , or benzoyl - acetyl - peroxide , is a powerful disinfectant of the same group having a remarkably pleasant pungent odor of ozone .	1919	jw244300
ozone	odour	odourless|peculiar fishy	Whereas oxygen is quite tasteless and odourless , ozone has a peculiar fishy odour , is soluble in turpentine , and exhibits very superior powers as an oxidizing and bleaching agent .	1932	jw244372
Radium compounds|of|of ozone	smell		Radium compounds have a smell of ozone because they transform the oxygen of the air into ozone .	1912	jw244743
ozone|its	odour		Until a few years ago ozone had never been isolated and was only known by its odour and by certain chemical reactions , but always in admixture with much air or oxygen .	1912	jw244743
ozone	odours	of various kinds	By some authors ozone is named as a possible exciting cause of the disease , and by others odours of various kinds , especially those given off by plants , have been accused of being the 13 A Review of the Opinions held on its Causes .	1873	jw2514302
benzoic acid|coumarin|to newly - made|ozone|dust|pollen	odour|odours	of various kinds	In the first division will be found benzoic acid , coumarin ( the substance which gives the odour to newly - made hay ) , other odours of various kinds , ozone , dust , and pollen .	1873	jw2514302
The solution|of|of ozone	smells	tolerably permanent	The solution , which smells of ozone , is tolerably permanent , but when diluted with water oxygen is evolved and silver sulphate is formed .	1883	jw2514332
of ozone|of the gas from the blood	odour|odour		For a few minutes the odour of ozone was destroyed by the odour of the gas from the blood .	1903	jw251043
of ozone	smell|odour	offensive|quite sweet|faint	Gradually the offensive smell passed away , then the fluid mass became quite sweet , and at last a faint odour of ozone was detected , whereupon the current was stopped .	1903	jw251043
ozone	smell		â   Papers soaked in starch mucUage containing potassium iodide form a test for free chlorine and nitrous acid , and are also employed by meteorologists to detect an allo - tropic and very active form of oxygen , termed by Schonbein ozone ( from o ^ w , ozo , 1 smell ) , which also liberates iodine from potassium iodide with formation of starch iodide .	1903	jw251210
"""Creme|Poudre|"""" Santozone """" toilet aids|"""" Mitchola """" lavender water"""	perfume		"""3 , manufacture """" Main tenon """" Creme and Poudre , """" Santozone """" toilet aids , and """" Mitchola """" lavender water , but make all classes of perfume ."""	1926	jw251223
ozone|of oxygen	odour|odour	15	It was long supposed that these disinfecting and other properties depended on the presence of a new principle or element , to which the name of ozone was given , ( from the Greek ofeco , â   I emit odour , â   in reference to the 15 odour of oxygen in this state , with which most of you are familiar , and have recognised when standing near an elecÂ ¬ trical machine in action ) .	1800	jw251501
Ozone|it	smell		Ozone is a most energetic body , and a powerful bleaching agent ; if a point is attached to the prime conductor of an electrical machine , and the electrified air is received into a bottle , it will be found to smell , and has the power of bleaching a very dilute solution of indigo .	1862	jw251647
Ozone|ozone	smells	numerous	) _ Ozone is insoluble in water , and oxidizes silver and lead leaf , finely powdered arsenic and antimony ; it is a poison when inhaled in a con - centrated state , whilst diluted , and generated by natural processes , it is a beneficent and beautiful provision against those numerous smells originat - ing from the decay of animal and vegetable matter , which might produce disease or death : ozone is therefore a powerful disinfectant .	1862	jw251647
ozone|chlorines|iodines|of sulphur|nitre|camphor|oil|rue|rosemary|camomile	fumes		j Thev comprise : â   ( 1 ) Volatile Gases or Vapours , such as I oxygen , ozone , chlorines , brom iodines , and other halogens ; also fumes of sulphur , nitre , camphor , oil , rue , rosemary , camomile , etc .	1902	jw251857
OZONE	odour	penetrating	OZONE is a substance of penetrating odour , which , according to M .	1883	jw2511050
principle|ozone|osmazone	stink|smell		The most recent speculation regards the discovery of a peculiar atmos - j pheric condition , ascribed to a principle called ozone , or osmazone ( oÂ £ wv , stink , or oct / ii ) , smell ) , of which , as yet , we know nothing definite , although many subtle instruments and apparatus are in use to detect and measure the amount of this principle in the air .	1872	jw2511466
ozone|nitrous oxide	odor		Chlorine , ozone , and nitrous oxide will destroy these gases by oxidation , and thus destroy the odor .	1898	jw2511651
It|of ozone	odor		It shines in the dark , and , when exposed to moist air , emits the odor of ozone .	1898	jw2511651
ozone|hydric peroxide|ammonium nitrite	fumes|fumes	white	When fragments partly covered with water are exposed to the air , white fumes are seen to rise from them which contain ozone , hydric peroxide , and possibly ammonium nitrite , NH4N02 .	1898	jw2511651
1 phosphorus vapour|PHOSPHORUS|of a mixture of phosphorous oxide and ozone	smell|smell		Schonbein , 1 phosphorus vapour has probably no smell ; what is actually PHOSPHORUS 783 perceived is the smell of a mixture of phosphorous oxide and ozone .	1946	jw2511861
of ozone	smell		Groves observed that the smell of ozone is produced , but no luminosity occurs .	1946	jw2511861
Ozone|it	smell		Ozone is a most energetic body , and a powerful bleaching agent ; if a point is attached to the prime conductor of an electrical machine , and the electrified air is received into a bottle , it wiE be found to smell , and has the power of bleaching a very dilute solution of indigo .	1860	jw2517661
Ozone|ozone	smells	numerous	) Ozone is insoluble in water , and oxidizes silver and lead leaf , finely powdered arsenic and antimony ; it is a poison when inhaled in a con - centrated state , whilst diluted , and generated by natural processes , it is a beneficent and beautiful provision against those numerous smells originat - ing from the decay of animal and vegetable matter , which might produce disease or death : ozone is therefore a powerful disinfectant .	1860	jw2517661
Carbolic Acid|Chlorozone|Condyâ|the hydronette syringe with rose	scent		Carbolic Acid , Chlorozone , or Condyâ   s Liquid improve the air when diffused by means of a large brush , a scent spray , or the hydronette syringe with rose .	1877	jw2517778
Ozone|common oxygen	smell		Ozone and common oxygen smell and act differently , yet an electrie current of high tension will convert the one into the other .	1903	jw2516175
ozone	smell	perceptible	Immediately after the hail , ozone was largely developed , the smell being EO perceptible as to be compared by nearly all observers to that of garlic .	1878	jw2516697
Ozone	smell	peculiar	Ozone has a peculiar smell , and possesses other properties which distinguish it from oxygen .	1899	jw2516723
of ozone	smell	peculiar	The escaping air will be found to have the peculiar smell of ozone , showing that the oxygen of the air Fig .	1899	jw2516723
ozone	odour	peculiar	The peculiar odour in the air about an acting electric machine is also due to the chemical effects of electrical discharges ; the molecules of oxygen are decomposed and rearranged in a modification known under the name of ozone .	1904	jw2516796
SAVABS Gutta Percha|SAVABS|SAVABS Improved Higginson|SAVABS|Salts SAVABS Jewellery Bequisites SAVABS Juniper Tar Soap SAVABS Knife Polish SAVABS Lavender Water SAVABS Lint SAVABS Lip Salve SAVABS|SAVARS|SAVARS|SAVARS Metal Polishing Paste SAVARS Nail Trimmers SAVARS Nipple Shields SAVARS Oatmeal Soap|Odorators|SAVARS|SAVARS Ozone Water SAVARS Parcel Post|SAVARS|SAVARS|SAVARS Poison|SAVARS|Castor|Crystal - lized|Floral|Fossiline|Marrow|May|SAVARS|SAVARS|de Riz SAVARS|Salts SAVARS Salicylic Corn Plasters|Savars|SAVARS|SAVARS Shaving Cream SAVARS Shaving Sticks SAVARS Soda Water Taps SAVARS Starch Glaze SAVARS Sulphur Water SAVARS	Smelling|Perfume|Smelling	Inexhaustible	"""SAVABS Gutta Percha Tissue SAVABS House Thermometer SAVABS Improved Higginson Enema SAVABS Inexhaustible Smelling Salts SAVABS Jewellery Bequisites SAVABS Juniper Tar Soap SAVABS Knife Polish SAVABS Lavender Water SAVABS Lint SAVABS Lip Salve SAVABS Marking Ink ( Guaranteed ) SAVARS """" May Blossom """" Requisites SAVARS Medicine Droppers SAVARS Metal Polishing Paste SAVARS Nail Trimmers SAVARS Nipple Shields SAVARS Oatmeal Soap SAVARS Odorators ( Folding ) SAVARS Obstetric Binders SAVARS Ozone Water SAVARS Parcel Post Envelopes SAVARS Perfume Sachets SAVARS Perfumery SAVARS Poison Stoppers SAVARS Pomadesâ   Can tharadine , Castor Oil , Crystal - lized , Floral , Fossiline , Marrow , May Blossom SAVARS Popular Inhaler SAVARS Poudre de Riz SAVARS Restorative Smelling Salts SAVARS Salicylic Corn Plasters ( Savars ) SAVARS Sealing Wax SAVARS Shaving Cream SAVARS Shaving Sticks SAVARS Soda Water Taps SAVARS Starch Glaze SAVARS Sulphur Water SAVARS Toilet Companionâ   comprising a variety of Savars Specialities arranged in a neat partitioned box , handsomely labelled , pecu - liarly adapted for a Birthday Gift ."""	1895	jw2516800
of sea - water|with ozone|organic iodine	aroma|permeating	refreshing	Instantly dissolves in hot or cold water , to which it imparts the full properties and refreshing aroma of sea - water , at the same time permeating the air with ozone and organic iodine .	1933	jw2516974
Ozone	smell		Ozone ( from u ' C ( o , I smell ) is an allotropic form of oxygen , three volumes being condensed into two .	1905	jw2510340
of phosphorus|by|by a|a mixture|mixture of|of ozone|ozone and|and phosphorous|phosphorous oxide|oxide	odour	peculiar	The peculiar odour of phosphorus is caused by a mixture of ozone and phosphorous oxide .	1906	jw2510455
either eucalyptol|menthol|con - centrated ozone|peroxide of hydrogen|resorcin	aromatic|aromatic	aromatic|aromatic	Best relieved by the administration of an active germicide ; if an adult , a teaspoonful of either eucalyptol , or kurchicine , or Warburgâ   s tincture ; if a child , some aromatic , as menthol ; con - centrated ozone ; peroxide of hydrogen ; resorcin , etc .	1891	jw2510613
